"V1","V2","V3","V4","V5","V6","V7"
2.85821618076171e-07,5.06208200009941e-07,0.468403610606034,0.028126471146773,0.000121486414261094,0.0186583264017916,0.117824569688194
2.06212678642971e-07,6.63690348402187e-07,0.62422329984075,0.00520355371532637,1.71256389508374e-05,0.0228149191548467,0.00284478048753788
2.29015389872593e-07,7.35439147584674e-07,0.58451848211238,0.0374647595869713,0.00164947716350295,0.0225004696026359,0.0562115911204507
2.46931327281083e-07,4.79946794606099e-07,0.495902293457882,0.0106495419914061,1.00612243076876e-05,0.0141204481678544,0.130064387770065
2.25565516475386e-07,1.68212869552942e-07,0.542273460659474,0.002457847709839,0.000229220766869513,0.0574441771564128,0.0151413654592555
2.24651003959066e-07,2.64803198827113e-07,0.640672673090743,0.0254187145795118,2.87599407628567e-05,0.0205161191102462,0.0664798022672249
1.81964079212804e-07,1.08003344224897e-06,0.819834332906798,0.00234246974518366,0.00135795345814182,0.0491970336785695,0.0718880969099354
2.72690758855272e-07,1.15314058491397e-07,0.496327911957491,0.0326897903870926,7.26603981880032e-05,0.113396886002672,0.00970869604503484
3.02680696739922e-07,5.82899641265434e-07,0.435911283603997,0.0231795547883201,8.2834259591137e-06,0.0928082284403347,0.0123592571568842
2.33834456064379e-07,1.44847937500152e-06,0.580895806663189,0.0142202917218367,8.27575845814045e-05,0.0172834684663074,0.00937395924574725
2.07811347990301e-07,6.58412942996046e-07,0.666307593437016,0.106459642510933,0.000114165433563134,0.00420131086167401,0.0117762882444355
2.20164575880319e-07,2.39130017497541e-06,0.606551027081254,0.0312580389050187,2.94618528106835e-05,0.294310313053198,0.00523834753227743
3.25894744352768e-07,1.35063641095214e-07,0.354079434460822,0.0454209396258764,0.000218285212925422,0.0358699071903484,0.081960389034642
3.00967688620836e-07,6.75859738242603e-07,0.408068601939509,0.00234432766184648,0.000582800225856248,0.0644543828023309,0.00244117738834625
3.08088200151497e-07,1.39204933987025e-07,0.398054218747815,0.0203481206906684,0.000334327114379335,0.0181696425713396,0.110570499901561
2.00573342796218e-07,3.46337873056629e-07,0.679094170372939,0.127866269540608,5.28447472588012e-05,0.0077338643710903,0.0198508820846053
2.57204217075927e-07,7.15489125817708e-06,0.488613919211956,0.0416565279833438,0.000105507455193843,0.0142856598115921,0.0317318189605097
2.11922658396407e-07,1.63551763205533e-07,0.604981560891919,0.0186415455407547,1.86879505248495e-05,0.0106634885902029,0.00369842345949995
2.7345872403398e-07,1.62064417424647e-07,0.434748144085623,0.0203231944746545,0.000164612092010779,0.0743627527364906,0.0167125576656834
3.26294096826227e-07,3.56705507345233e-07,0.386806265925732,0.0236612509418751,0.000652369862502963,0.0781584616352159,0.00214807436999451
3.28527852001242e-07,1.29067391165328e-07,0.351026094685789,0.036932870635869,9.43695613114378e-06,0.0364062984403419,0.023913579507177
1.86441000521896e-07,7.26385519600452e-07,0.754941309528519,0.0140521052627944,3.42749067318516e-05,0.00528104530575707,0.00609976026621498
2.31313653854742e-07,3.66097226638353e-07,0.530490590572367,0.0316212734250444,0.000133418273052534,0.0370925224957793,0.0437090048641787
2.59605040384098e-07,8.34672114676216e-07,0.480571659740223,0.0141332174893538,0.000106474385765756,0.0212393701757473,0.0069228730958566
2.18215686771291e-07,1.21277769178778e-06,0.684121152322339,0.00593379900650883,5.03202992392891e-05,0.281580075662276,0.0471563897415621
2.08875372525319e-07,2.06400558089051e-07,0.608641850597523,0.00728196408379927,2.23148623384348e-05,0.0014267051957947,0.011245719848766
3.24309288381315e-07,1.73799963621708e-07,0.359372625279049,0.0208962394801462,0.000240140920367982,0.00848062229752959,0.0716918280117192
2.61324484447087e-07,7.94701733143955e-06,0.471719056541514,0.0428899638827516,0.000259989577946801,0.121166749275791,0.0103776636168629
2.67782675840178e-07,7.05328448017702e-06,0.454290790673048,0.0313904425868338,5.43737216103549e-05,0.0864477753812129,0.0200752834529309
2.18103120813923e-07,1.87640453742863e-06,0.559906145046801,0.00621380142712971,0.000113426808210546,0.00876650646884036,0.0133000128677433
2.07774899289235e-07,1.21020461283616e-06,0.655685984618767,0.030530088190531,0.00175636463587107,0.00194284041144911,0.0548797984451934
1.96486512429103e-07,8.39967700387458e-07,0.738436371164824,0.0107800104600218,1.31709106111229e-05,0.0080606498711451,0.00836749043096396
2.21546543879574e-07,8.68460795633746e-07,0.619601173522951,0.00464137691138665,5.68980579493011e-05,0.154601447696479,0.00342484592242707
3.11043087804156e-07,4.20788797447278e-07,0.408298162518066,0.0188658068077232,6.65677087148855e-05,0.00541121223413648,0.0859857460126577
2.40105581549944e-07,4.46021407852244e-07,0.560831374069776,0.00942889784699138,6.22120765952469e-05,0.0293770515623782,0.0329155531645244
3.34153373690219e-07,1.75494227466363e-06,0.36336275985906,0.0205687569717514,0.00021145645093389,0.0227852079912964,0.0354699184291927
2.45838479830067e-07,3.80571321528161e-07,0.50268703877259,0.0183954155401205,1.08414315543037e-05,0.00572425201142181,0.0894932142480408
3.21403898678679e-07,1.4150737463788e-07,0.385917753726517,0.00137326755566234,4.34316237597888e-05,0.0366585537489323,0.0105200984930455
2.40319605184284e-07,2.23919297057984e-06,0.53103240342894,0.0120554515893978,6.56987315708603e-05,0.03023674866085,0.00685579379750703
3.37307721952368e-07,3.19271754892076e-07,0.347369016255618,0.0147437838372854,0.000441358198920728,0.0280082790876758,0.0249470365440218
2.84942632246668e-07,5.27573796971388e-07,0.414145575665898,0.0287049356512531,0.000497196672184582,0.0338305443932697,0.0114034771996312
2.61384649938087e-07,4.6031330507684e-07,0.47610154314385,0.00238864292815348,0.000192580500188432,0.00204364794102215,0.0179507831226212
1.98447513757776e-07,6.48056119468386e-07,0.737779551905709,0.00847290367005741,0.000176426478958355,0.120633083264909,0.0369869320859145
3.11605076439564e-07,2.92567992287365e-07,0.368143722605185,0.00374846697392518,0.000421225358598823,0.0230287882883703,0.0530146519259353
2.24486136906519e-07,2.18123046819761e-07,0.596190777243354,0.00181845661176837,1.13025840587942e-05,0.0167760633941932,0.0139875096757494
2.06045802851962e-07,2.17938585331046e-06,0.689327548503489,0.0104326239324855,3.20683921835253e-05,0.111005436193187,0.037599212352185
1.86841333003777e-07,6.02466787504423e-07,0.711478073753905,0.0110632721401063,6.0328101095262e-05,0.159476336103396,0.10560244896499
2.76851503235853e-07,1.26704096424301e-06,0.449071804609911,0.0291678119058956,3.72651436704739e-05,0.0107683558207884,0.0121618256995414
3.17890685920259e-07,3.79669797717592e-07,0.415949882309964,0.0197160991149853,0.000101093067812731,0.0979893835681043,0.0168368616682596
3.06232012239726e-07,7.34976905827965e-07,0.398094830466039,0.0196635262202881,1.3654435221325e-05,0.0825053679314591,0.00407492891708287
2.42759142962247e-07,9.19122935403158e-06,0.493439924357119,0.0383833203582071,0.000144038081707315,0.0309635237781214,0.0240593327771075
3.27030775133133e-07,2.35240967909329e-07,0.386403550857554,0.00261741766709285,1.86792595200502e-05,0.0647806511846669,0.00389420528327242
3.50468423795256e-07,1.25196975721101e-07,0.348015632563583,0.0611726167612223,0.000173191958614991,0.00671651589465888,0.25313626427429
2.06790935562979e-07,3.66895512911189e-07,0.633143592445142,0.0245427395956097,0.000168503735186893,0.0848634398304559,0.0215238781961552
3.46749467107179e-07,2.90698872306239e-07,0.333798187817341,0.0131191976323315,5.71323568196452e-05,0.0644334698120454,0.0688207280833633
2.66023368757787e-07,5.95156851437895e-07,0.48992021213841,0.0499961105226876,6.36004582920305e-05,0.0312784963073376,0.00369199655697354
2.96552158317831e-07,4.45169650543881e-07,0.420160433497353,0.048495261128534,0.000228983703067747,0.0175177410951117,0.0562462238651774
2.60879771662855e-07,2.52563292601251e-07,0.529119996259927,0.0671938153790167,3.64075409943613e-05,0.0260847089796564,0.0768556533819362
2.93159122269127e-07,1.89169756855146e-07,0.405703708365715,0.0308524650627541,0.000336445378612645,0.0381911462356036,0.0446915935515
2.16285370648859e-07,2.83554748382213e-07,0.583926552176291,0.00833409300166567,1.03963883887001e-05,0.0153590164009304,0.0660484296658159
2.08894701265812e-07,2.16070401452856e-06,0.617707261637494,0.00127947589332336,8.94967411594659e-05,0.256344345478257,0.0578539008504699
3.25380967579645e-07,2.62316729550994e-07,0.361998650474791,0.00692399236997735,1.45554228034459e-05,0.0337488469029434,0.00499845710697167
2.68457590389673e-07,6.49996955401385e-07,0.474102148315943,0.0304621128487698,1.52016076950374e-05,0.0227383652281733,0.056914043343764
3.27293263321366e-07,7.58905019931708e-06,0.367149347979037,0.0522563895452127,7.66519360359443e-05,0.0313910501025406,0.0723030852555877
2.56395750597078e-07,1.55598041485193e-07,0.459527421866602,0.00696506249767135,1.78863017143564e-05,0.00656272787665357,0.0246591408939558
3.33368298509073e-07,8.30866014762298e-06,0.364336542778566,0.0914964123788441,8.46495562986946e-05,0.0470731775819909,0.0977972638244642
2.79202781194308e-07,4.19643284507138e-06,0.442373983404955,0.0733060402329243,0.000133117466049636,0.0100402785740222,0.0327322114787073
3.56052973184262e-07,5.39714788944425e-06,0.353085772951587,0.032085992568895,0.000166932602621362,0.00823136421855147,0.0182971177451466
2.70027723716454e-07,1.97031104077161e-07,0.467086768388117,0.00316560932641683,0.000228910185542889,0.00193361497600705,0.0422865948008143
2.12464831932307e-07,1.96908729286471e-06,0.638281059069214,0.0365649494611835,2.68663275224447e-05,0.10061618333155,0.015760970501926
2.98994703451787e-07,4.03071229406971e-06,0.44118052145001,0.0316452742821133,0.00012099396141598,0.0124566152482427,0.0440601788867747
2.88913608193141e-07,2.68394091238474e-07,0.413022342087837,0.00666009281196968,1.60541560864049e-05,0.0397622153657261,0.0126405637520064
2.4634964762388e-07,7.3692776650336e-07,0.487062031547035,0.00299553772672511,3.2341474611462e-05,0.103524826422895,0.0089426560147316
2.69847748423411e-07,1.54028521675445e-07,0.46430682881166,0.00672437831214598,0.000243292473259982,0.00582179606515774,0.047253239127174
1.84399344671474e-07,1.04240869214182e-06,0.759249693487402,0.00543249450158292,0.00148012081563293,0.00601653648387353,0.0520585828807288
2.94284305360123e-07,4.19103999581441e-07,0.40353028906942,0.00877294350309535,3.20809480661414e-05,0.00801627430154403,0.111131694002595
2.29766775085877e-07,1.09554870318952e-06,0.581853387365897,0.00132946662957311,6.68411252940252e-05,0.124931531915183,0.0338262159583542
2.18389297829818e-07,2.69117572624917e-07,0.646338944172062,0.0117418931241728,0.000194610629608877,0.119812453256014,0.0185839730484665
2.26008278274986e-07,1.64818247328325e-06,0.573883753803587,0.00839969584103815,3.49758580512922e-05,0.183534415515728,0.0122440352894856
2.05113459706209e-07,1.05952343183015e-06,0.706172206135571,0.0160832015036236,1.01769891004022e-05,0.244958996189178,0.0418955822172202
2.58228848798431e-07,1.51634293867996e-06,0.489896373042542,0.00163045411851673,0.000157959826844156,0.0216727077910437,0.00679304916663492
1.9991748612433e-07,4.44451595592624e-07,0.694810219923007,0.00443589283175482,2.361929265722e-05,0.00652588576841971,0.00624407343172757
1.82607723456757e-07,3.20475295852604e-07,0.778106456599076,0.00209000299643851,2.408105818811e-05,0.00989887997079976,0.0217269177705231
2.13909999697579e-07,2.97018603378404e-07,0.573015186823678,0.0104240307236265,3.35002564526077e-05,0.00601396371313863,0.0415734900303891
2.17443349884261e-07,8.3818234399556e-07,0.648420230106049,0.013713564034268,0.000181767490779172,0.0124999436861216,0.00877711684242052
2.98797630529819e-07,6.06039771901532e-07,0.425363815937637,0.0279204291972315,0.000438827005973986,0.0412225334217417,0.0295102184344754
2.82284298878144e-07,9.04227670833965e-06,0.442542709984521,0.00764130581954314,1.60511875879799e-05,0.100311774564877,0.0348967944130906
2.86536820790165e-07,2.60985676555439e-07,0.447925150918168,0.0430174076253843,0.000413948101473485,0.0378009490517627,0.0323518178633299
3.54605955716312e-07,9.38758938055474e-06,0.321152451984348,0.0754750620977514,0.00027540276455382,0.0347897760850889,0.0304949649456962
3.40914637258712e-07,4.04227416487902e-07,0.366966440815906,0.0155831482431376,0.000346072108096494,0.017149766358796,0.0792135140642432
2.39239548648201e-07,6.16619557840697e-07,0.548407012404591,0.0040731234316173,3.11941701094335e-05,0.0119212848049083,0.0410371632297523
3.28803052455499e-07,2.16352850028324e-07,0.391625886833365,0.0070982967369478,7.09533781435133e-06,0.0708308872793846,0.00511300044361798
1.92169147351456e-07,8.47150136041376e-07,0.752322096845362,0.0690504974254513,2.41309546365576e-05,0.0601394257179797,0.049694161713703
3.00672774843885e-07,3.21080302579937e-07,0.385322161588523,0.0239919480136165,0.000388756791668539,0.0117888083079321,0.108089728189907
2.20768400914156e-07,2.51362904024784e-07,0.653290954200759,0.0709386980246972,8.24226334153808e-05,0.00388047984695653,0.0069408149511837
2.07278984980176e-07,9.10109408056095e-07,0.692396590326551,0.0847247711004142,4.86150672834569e-05,0.00567430890817839,0.00183266713462716
3.58191064465912e-07,4.21829798278492e-07,0.324043631264569,0.028586515312651,0.000430355842135271,0.00744849686579994,0.0372713525205226
2.77545667444632e-07,4.83152417143916e-07,0.450596522509433,0.0534231655129921,8.03144921049709e-05,0.0183875613632565,0.0197005089245411
2.3138765212346e-07,1.94378817196847e-06,0.543222690605364,0.017057808347929,0.000146578937300172,0.0258676965712296,0.00158904178535837
3.12542395683287e-07,3.88860905311857e-06,0.364686154913195,0.0412663384835512,0.000192558111937749,0.0375876978859279,0.0082162096112042
3.56043543444406e-07,2.18152615329683e-07,0.3180201063286,0.0175675030250193,8.66479905923704e-05,0.0178684192261259,0.0167567828660594
3.74781380545068e-07,4.86379376198443e-07,0.31134281738607,0.00757901483841658,0.000347820022227278,0.0523056280397959,0.00993164922823242
2.97289212357954e-07,6.0641385711413e-07,0.426385189252621,0.0153395395724903,1.17896509583912e-05,0.0204557686481071,0.00158586026354907
2.99918767744508e-07,4.49276929940261e-07,0.426387998757498,0.0373952017677315,0.000336483136394394,0.0316279950792957,0.00181692792314008
3.08960214195139e-07,6.83410408515408e-07,0.412683676561793,0.0290507254332061,0.000566014079933163,0.0146437292033818,0.0136884057943565
2.11346107534848e-07,3.78163398384078e-07,0.606516752381743,0.0119407407647281,1.12858116797216e-05,0.00407787515362576,0.0145685583890446
3.37869910242115e-07,7.01576093624636e-07,0.352089249398994,0.0144656922660836,0.00053466954602897,0.0230000664931403,0.0148437094302091
2.67561013422642e-07,5.11460497294016e-07,0.441135661030118,0.0169275658801991,0.000124992209411797,0.0198651849969257,0.110098289090587
1.92708558109701e-07,7.3557358016799e-07,0.727372070734505,0.0178942044203033,1.82570303542911e-05,0.175613010836233,0.0344526291788372
1.96266838937705e-07,3.85311338703013e-07,0.702865074846772,0.12605400182684,3.44581189515138e-05,0.00908221429771419,0.0416000371484663
3.10976823216114e-07,9.03796999881853e-06,0.388502093932085,0.0176088647188269,5.01017982053627e-06,0.0956552240514965,0.00431258748999189
1.99240260321179e-07,1.16742146345566e-07,0.697034075970724,0.0761293190334211,1.87138867201826e-05,0.00819970746450172,0.0403170335268672
2.15494564234116e-07,3.25802175713141e-07,0.622501540027025,0.0371507991236875,3.36798499024128e-05,0.00614270322689309,0.0686070198755155
3.44588576964018e-07,3.71811504549826e-07,0.364920923321454,0.0212215219701169,0.00048987255916154,0.0173430101315336,0.00783128470695663
2.88817700589409e-07,4.64925314527646e-07,0.449830282792307,0.0250554588949626,6.82947537028644e-05,0.143616033778113,0.0236313499856707
1.93168662868464e-07,8.59534499410149e-07,0.696609256816287,0.00309347744502717,3.87326354643992e-06,0.0154457126668411,0.0559572705122062
3.11188797452188e-07,5.25082525540448e-06,0.37297653583331,0.0358619402319348,0.000106777404246825,0.035583213375948,0.0143978231612387
2.01861637774712e-07,1.87042850964013e-06,0.624553353140198,0.00412574324787648,8.68867879470848e-06,0.0381012990664217,0.0119435446456421
1.95286748468247e-07,3.81111776014819e-07,0.707069801282261,0.106141910546388,5.3199690182834e-05,0.0157891381756954,0.0156120425776272
2.94342455939393e-07,5.35069038276124e-06,0.398235676905222,0.0673927954293764,0.000204915169061388,0.0466917732776684,0.0297069296817068
3.0602382085813e-07,2.03351493797343e-07,0.376077412944155,0.0354272801760137,1.02097049569717e-05,0.0276490041693731,0.0252328271297556
2.9745296939133e-07,8.3918897071649e-06,0.423897299178338,0.00759049912294863,0.000258765550126752,0.00827564486454112,0.0144596817059649
3.14826689012443e-07,3.89727274172826e-06,0.405489391775705,0.0199658148717836,0.000366258997696509,0.0675719796524981,0.0275579654725553
3.79075127415271e-07,5.78160846964676e-07,0.314915596801197,0.043313662388158,0.000260166357139129,0.0393119925098437,0.0300618706229196
3.51254769778804e-07,2.1009104280019e-07,0.335553349840358,0.0618747689203878,2.96779156747474e-05,0.00262256301686021,0.0622752608059309
2.04283175625043e-07,8.32969750024048e-07,0.723379606982786,0.0235992504831512,8.30749658339815e-06,0.130368673535045,0.00897205000889198
1.80072512119324e-07,2.25201176850918e-07,0.761620348362756,0.0788885735947013,1.64647309493088e-05,0.00686510212422078,0.0236220251675005
1.93504646459696e-07,9.26229565700533e-07,0.715817789056238,0.0102468454114323,4.78456508413588e-05,0.051893294675408,0.0203818593539819
3.21939167465383e-07,6.19342048172729e-06,0.354169346456471,0.00416213487634142,4.16496626324697e-05,0.0171327838299636,0.0736584140552742
2.97859052013103e-07,1.09354507150403e-06,0.443010151281965,0.0199365302620299,8.48802857538532e-05,0.0330616027008326,0.0041947411121334
3.19381279358912e-07,1.05805810170187e-07,0.384373166721044,0.018325625334251,0.000483984933017173,0.02947529330448,0.0112982981118763
3.31887847328337e-07,2.36541139434984e-06,0.351371041135421,0.041012631787875,1.03867416659989e-06,0.120605298388783,0.0200002387458459
3.04356225561844e-07,3.5547176304446e-07,0.404582053358214,0.0237307524602119,0.000306983550915303,0.0293059943753428,0.0702656174897413
3.17196322395615e-07,3.38446855500626e-07,0.398502889013744,0.0243128016657246,0.000592117998767345,0.0707317455956419,0.0426820776482831
3.55923520553638e-07,4.77451437234328e-07,0.321417964406113,0.00981630795136469,0.000153215555406166,0.0226521971845175,0.0162318369438799
2.06067964080072e-07,2.69271143986334e-06,0.631289836043468,0.0179364675069793,8.01243676198093e-06,0.0747723415534864,0.00398003456847447
2.52116433013636e-07,9.69982323985297e-06,0.486527602022754,0.0320929924734567,3.77236683088431e-05,0.0714615526036311,0.0190805752302839
2.25918174264936e-07,4.58915162441211e-07,0.577959394484422,0.073218666569384,4.27146820658812e-06,0.0118309187778272,0.116492155097634
2.7077023168812e-07,2.63902863970048e-06,0.457605243325511,0.0113637003839869,0.000113313310365518,0.0284159824906246,0.0702968969869277
3.11464498536204e-07,3.83211549044513e-07,0.378602596033275,0.0270281391201521,0.000199544187643664,0.0128444492034226,0.0965606469082361
2.67176394784607e-07,6.22094544176237e-07,0.468597792337321,0.019412291301127,1.42918989310289e-05,0.0513181466649078,0.0496690130013563
2.87514737937065e-07,1.05664487028833e-07,0.408272067682089,0.012554751789407,0.000234083335677425,0.0201518285187964,0.0938235089851442
3.44707170338805e-07,1.40388243154355e-07,0.338599419932608,0.0062539680751704,9.95538588667526e-06,0.0367948112282529,0.0236673572133683
2.22807491772898e-07,2.9963368586009e-07,0.607054455030114,0.000252624512318734,6.33391580576665e-05,0.0457539723972639,0.081562246399266
3.50683377002951e-07,3.80965036502535e-07,0.329694105622253,0.0267235574649654,7.69937059296175e-05,0.00631158366164108,0.102821140295697
2.73282936959877e-07,4.20255403526121e-07,0.437884063344742,0.0209562428910979,4.17779846274623e-05,0.0244026039574266,0.0391932128283622
2.29538815026957e-07,1.32162208092212e-06,0.604395611243103,0.00259731598638682,0.000171106454158438,0.00492019399371609,0.0126916744948234
